Target.Name	prot_name	UniProt..SwissProt..Primary.ID.of.Target.Chain	PubChem_CID	variable	value
Tyrosine-protein kinase Yes	YES	P07947	3081361	Kd 	120.0
Epidermal growth factor receptor	EGFR	P00533	3081361	Kd 	7.9
Platelet-derived growth factor receptor alpha	PGFRA	P16234	3081361	Kd 	230.0
Misshapen-like kinase 1	MINK1	Q8N4C8	3081361	Kd 	3400.0
Hormonally up-regulated neu tumor-associated kinase	HUNK	P57058	3081361	Kd 	4100.0
Serine/threonine-protein kinase LATS2	LATS2	Q9NRM7	3081361	Kd 	10000.0
Tyrosine-protein kinase Blk	BLK	P51451	3081361	Kd 	66.0
Dual specificity mitogen-activated protein kinase kinase 2	MP2K2	P36507	3081361	Kd 	1100.0
MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1	Q9BUB5	3081361	Kd 	360.0
Mitogen-activated protein kinase kinase kinase 6	M3K6	O95382	3081361	Kd 	10000.0
Tyrosine-protein kinase HCK	HCK	P08631	3081361	Kd 	4200.0
Fibroblast growth factor receptor 1	FGFR1	P11362	3081361	Kd 	560.0
Fibroblast growth factor receptor 2	FGFR2	P21802	3081361	Kd 	1100.0
Glycogen synthase kinase-3 beta	GSK3B	P49841	3081361	Kd 	10000.0
Cyclin-dependent kinase 8	CDK8	P49336	3081361	Kd 	10000.0
Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1	O75460	3081361	Kd 	10000.0
Serine/threonine-protein kinase PLK2	PLK2	Q9NYY3	3081361	Kd 	10000.0
Tyrosine-protein kinase Yes	YES	P07947	3081361	Kd 	280.0
Aurora kinase A	AURKA	O14965	3081361	Kd 	10000.0
Vascular endothelial growth factor receptor 2	VGFR2	P35968	3081361	Kd 	470.0
Mitogen-activated protein kinase kinase kinase kinase 3	M4K3	Q8IVH8	3081361	Kd 	1500.0
Transient receptor potential cation channel subfamily M member 6	TRPM6	Q9BX84	3081361	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	3081361	Kd 	170.0
BMP-2-inducible protein kinase	BMP2K	Q9NSY1	3081361	Kd 	10000.0
Myosin light chain kinase 2, skeletal/cardiac muscle	MYLK2	Q9H1R3	3081361	Kd 	10000.0
Platelet-derived growth factor receptor alpha	PGFRA	P16234	3081361	Kd 	230.0
Glycogen synthase kinase-3 alpha	GSK3A	P49840	3081361	Kd 	10000.0
Serine/threonine-protein kinase PAK 6	PAK6	Q9NQU5	3081361	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase type II subunit beta	KCC2B	Q13554	3081361	Kd 	10000.0
Serine/threonine-protein kinase D3	KPCD3	O94806	3081361	Kd 	10000.0
Cyclin-dependent kinase-like 1 [2-358]	CDKL1	Q00532	3081361	Kd 	10000.0
Epidermal growth factor receptor	EGFR	P00533	3081361	Kd 	9.5
Ephrin type-B receptor 4	EPHB4	P54760	3081361	Kd 	2600.0
Dual specificity mitogen-activated protein kinase kinase 1	MP2K1	Q02750	3081361	Kd 	1800.0
Epidermal growth factor receptor	EGFR	P00533	3081361	Kd 	12.0
Tyrosine-protein kinase Yes	YES	P07947	3081361	Kd 	120.0
Proto-oncogene tyrosine-protein kinase receptor Ret	RET	P07949	3081361	Kd 	14.0
Epithelial discoidin domain-containing receptor 1	DDR1	Q08345	3081361	Kd 	11.0
Discoidin domain-containing receptor 2 [A642S]	DDR2	Q16832	3081361	Kd 	320.0
Cyclin-dependent kinase 5	CDK5	Q00535	3081361	Kd 	10000.0
Activin receptor type-1	ACVR1	Q04771	3081361	Kd 	150.0
Tyrosine-protein kinase receptor Tie-1	TIE1	P35590	3081361	Kd 	1500.0
Ephrin type-B receptor 4	EPHB4	P54760	3081361	Kd 	520.0
Serine/threonine-protein kinase 33	STK33	Q9BYT3	3081361	Kd 	1400.0
Serine/threonine-protein kinase SIK1	SIK1	P57059	3081361	Kd 	1900.0
Mitogen-activated protein kinase 14	MK14	Q16539	3081361	Kd 	10000.0
Atypical kinase COQ8B, mitochondrial	COQ8B	Q96D53	3081361	Kd 	1700.0
Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PI42C	Q8TBX8	3081361	Kd 	10000.0
Dual specificity protein kinase CLK2	CLK2	P49760	3081361	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase kinase 1	M4K1	Q92918	3081361	Kd 	10000.0
Bone morphogenetic protein receptor type-2	BMPR2	Q13873	3081361	Kd 	10000.0
Tyrosine-protein kinase HCK	HCK	P08631	3081361	Kd 	360.0
Hepatocyte growth factor receptor	MET	P08581	3081361	Kd 	5700.0
Serine/threonine-protein kinase Nek3	NEK3	P51956	3081361	Kd 	10000.0
Vascular endothelial growth factor receptor 1	VGFR1	P17948	3081361	Kd 	260.0
Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	PHKG1	Q16816	3081361	Kd 	1100.0
Tyrosine-protein kinase ABL1	ABL1	P00519	3081361	Kd 	67.0
ALK tyrosine kinase receptor	ALK	Q9UM73	3081361	Kd 	2100.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	3081361	Kd 	10000.0
Serine/threonine-protein kinase TNNI3K	TNI3K	Q59H18	3081361	Kd 	2800.0
Serine/threonine-protein kinase PLK4	PLK4	O00444	3081361	Kd 	1500.0
Serine/threonine-protein kinase B-raf	BRAF	P15056	3081361	Kd 	10000.0
Serine/threonine-protein kinase PLK1	PLK1	P53350	3081361	Kd 	10000.0
Serine/threonine-protein kinase PAK 4	PAK4	O96013	3081361	Kd 	10000.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	3081361	Kd 	10000.0
Serine/threonine-protein kinase tousled-like 1	TLK1	Q9UKI8	3081361	Kd 	10000.0
Tyrosine-protein kinase JAK3	JAK3	P52333	3081361	Kd 	10000.0
Proto-oncogene tyrosine-protein kinase receptor Ret [1-999,M918T]	RET	P07949	3081361	Kd 	34.0
Platelet-derived growth factor receptor beta	PGFRB	P09619	3081361	Kd 	88.0
Serine/threonine-protein kinase Nek5	NEK5	Q6P3R8	3081361	Kd 	10000.0
Proto-oncogene tyrosine-protein kinase receptor Ret [1-999,M918T]	RET	P07949	3081361	Kd 	14.0
Casein kinase I isoform alpha-like	KC1AL	Q8N752	3081361	Kd 	10000.0
Dual specificity mitogen-activated protein kinase kinase 1	MP2K1	Q02750	3081361	Kd 	1800.0
Dual specificity protein kinase CLK4	CLK4	Q9HAZ1	3081361	Kd 	10000.0
Serine/threonine-protein kinase D2	KPCD2	Q9BZL6	3081361	Kd 	10000.0
Interleukin-1 receptor-associated kinase 3	IRAK3	Q9Y616	3081361	Kd 	10000.0
Epidermal growth factor receptor	EGFR	P00533	3081361	Kd 	12.0
Cyclin-G-associated kinase	GAK	O14976	3081361	Kd 	86.0
Tyrosine-protein kinase ABL1	ABL1	P00519	3081361	Kd 	14.0
Serine/threonine-protein kinase ULK3	ULK3	Q6PHR2	3081361	Kd 	6400.0
Mitogen-activated protein kinase kinase kinase kinase 3	M4K3	Q8IVH8	3081361	Kd 	1500.0
Receptor tyrosine-protein kinase erbB-4	ERBB4	Q15303	3081361	Kd 	480.0
Serine/threonine-protein kinase Sgk3	SGK3	Q96BR1	3081361	Kd 	10000.0
Ribosomal protein S6 kinase alpha-3	KS6A3	P51812	3081361	Kd 	10000.0
Serine/threonine-protein kinase 24	STK24	Q9Y6E0	3081361	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 11	M3K11	Q16584	3081361	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase type 1D	KCC1D	Q8IU85	3081361	Kd 	10000.0
Cyclin-dependent kinase 9	CDK9	P50750	3081361	Kd 	10000.0
Serine/threonine-protein kinase RIO1	RIOK1	Q9BRS2	3081361	Kd 	10000.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	PK3CG	P48736	3081361	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 11	M3K11	Q16584	3081361	Kd 	10000.0
Tyrosine-protein kinase Mer	MERTK	Q12866	3081361	Kd 	1400.0
Mitogen-activated protein kinase kinase kinase 10	M3K10	Q02779	3081361	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	3081361	Kd 	75.0
Mitogen-activated protein kinase kinase kinase 20	M3K20	Q9NYL2	3081361	Kd 	5100.0
Dual specificity protein kinase CLK4	CLK4	Q9HAZ1	3081361	Kd 	10000.0
Ribosomal protein S6 kinase alpha-1	KS6A1	Q15418	3081361	Kd 	10000.0
Fibroblast growth factor receptor 3	FGFR3	P22607	3081361	Kd 	6900.0
cAMP-dependent protein kinase catalytic subunit beta	KAPCB	P22694	3081361	Kd 	10000.0
Serine/threonine-protein kinase MRCK beta	MRCKB	Q9Y5S2	3081361	Kd 	2500.0
Serine/threonine-protein kinase SIK1	SIK1	P57059	3081361	Kd 	1900.0
Tyrosine-protein kinase ITK/TSK	ITK	Q08881	3081361	Kd 	10000.0
Testis-specific serine/threonine-protein kinase 1	TSSK1	Q9BXA7	3081361	Kd 	10000.0
Testis-specific serine/threonine-protein kinase 1	TSSK1	Q9BXA7	3081361	Kd 	10000.0
Fibroblast growth factor receptor 1	FGFR1	P11362	3081361	Kd 	5300.0
STE20-like serine/threonine-protein kinase	SLK	Q9H2G2	3081361	Kd 	95.0
Ephrin type-B receptor 2	EPHB2	P29323	3081361	Kd 	440.0
MAP kinase-interacting serine/threonine-protein kinase 2	MKNK2	Q9HBH9	3081361	Kd 	3400.0
Dual specificity mitogen-activated protein kinase kinase 5	MP2K5	Q13163	3081361	Kd 	49.0
Serine/threonine-protein kinase LATS1	LATS1	O95835	3081361	Kd 	10000.0
Serine/threonine-protein kinase RIO2	RIOK2	Q9BVS4	3081361	Kd 	10000.0
Tyrosine-protein kinase Mer	MERTK	Q12866	3081361	Kd 	1400.0
Tyrosine-protein kinase ABL1	ABL1	P00519	3081361	Kd 	15.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	PK3CB	P42338	3081361	Kd 	10000.0
Ribosomal protein S6 kinase alpha-4	KS6A4	O75676	3081361	Kd 	10000.0
Serine/threonine-protein kinase DCLK2	DCLK2	Q8N568	3081361	Kd 	10000.0
Myosin-IIIa	MYO3A	Q8NEV4	3081361	Kd 	10000.0
Serine/threonine-protein kinase 17A	ST17A	Q9UEE5	3081361	Kd 	10000.0
Tyrosine-protein kinase Mer	MERTK	Q12866	3081361	Kd 	1400.0
Dual specificity testis-specific protein kinase 1	TESK1	Q15569	3081361	Kd 	3700.0
Serine/threonine-protein kinase BRSK1	BRSK1	Q8TDC3	3081361	Kd 	10000.0
Cyclin-dependent kinase 2	CDK2	P24941	3081361	Kd 	10000.0
Tyrosine-protein kinase Srms	SRMS	Q9H3Y6	3081361	Kd 	1900.0
Homeodomain-interacting protein kinase 2	HIPK2	Q9H2X6	3081361	Kd 	10000.0
Vascular endothelial growth factor receptor 1	VGFR1	P17948	3081361	Kd 	260.0
Tyrosine-protein kinase CSK	CSK	P41240	3081361	Kd 	2500.0
Serine/threonine-protein kinase MARK2	MARK2	Q7KZI7	3081361	Kd 	10000.0
Epidermal growth factor receptor	EGFR	P00533	3081361	Kd 	9.5
Cyclin-dependent kinase 11A	CD11A	Q9UQ88	3081361	Kd 	10000.0
Serine/threonine-protein kinase 3	STK3	Q13188	3081361	Kd 	10000.0
Ephrin type-B receptor 3	EPHB3	P54753	3081361	Kd 	10000.0
Ephrin type-B receptor 4	EPHB4	P54760	3081361	Kd 	520.0
Mitogen-activated protein kinase 15	MK15	Q8TD08	3081361	Kd 	10000.0
Ribosomal protein S6 kinase alpha-6	KS6A6	Q9UK32	3081361	Kd 	240.0
Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	PHKG1	Q16816	3081361	Kd 	1100.0
Myosin light chain kinase family member 4	MYLK4	Q86YV6	3081361	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 13	M3K13	O43283	3081361	Kd 	10000.0
Eukaryotic translation initiation factor 2-alpha kinase 1	E2AK1	Q9BQI3	3081361	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase type II subunit alpha	KCC2A	Q9UQM7	3081361	Kd 	10000.0
RAC-gamma serine/threonine-protein kinase	AKT3	Q9Y243	3081361	Kd 	10000.0
Serine/threonine-protein kinase Nek6	NEK6	Q9HC98	3081361	Kd 	10000.0
SRSF protein kinase 3	SRPK3	Q9UPE1	3081361	Kd 	10000.0
Tyrosine-protein kinase FRK	FRK	P42685	3081361	Kd 	170.0
Ephrin type-A receptor 3	EPHA3	P29320	3081361	Kd 	2000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	3081361	Kd 	530.0
Epidermal growth factor receptor	EGFR	P00533	3081361	Kd 	9.6
Serine/threonine-protein kinase SBK1	SBK1	Q52WX2	3081361	Kd 	10000.0
Glycogen synthase kinase-3 beta	GSK3B	P49841	3081361	Kd 	10000.0
Mitogen-activated protein kinase 4	MK04	P31152	3081361	Kd 	10000.0
Serine/threonine-protein kinase 26	STK26	Q9P289	3081361	Kd 	10000.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	3081361	Kd 	10000.0
Fibroblast growth factor receptor 3	FGFR3	P22607	3081361	Kd 	1600.0
Fibroblast growth factor receptor 3	FGFR3	P22607	3081361	Kd 	6900.0
Serine/threonine-protein kinase MRCK gamma	MRCKG	Q6DT37	3081361	Kd 	2200.0
Serine/threonine-protein kinase 26	STK26	Q9P289	3081361	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 4	M3K4	Q9Y6R4	3081361	Kd 	3000.0
Serine/threonine-protein kinase 10	STK10	O94804	3081361	Kd 	81.0
Ephrin type-B receptor 3	EPHB3	P54753	3081361	Kd 	10000.0
Tyrosine-protein kinase Lyn	LYN	P07948	3081361	Kd 	110.0
Ephrin type-A receptor 4	EPHA4	P54764	3081361	Kd 	4300.0
Ribosomal protein S6 kinase alpha-6	KS6A6	Q9UK32	3081361	Kd 	240.0
Ephrin type-B receptor 1	EPHB1	P54762	3081361	Kd 	290.0
Mitogen-activated protein kinase 3	MK03	P27361	3081361	Kd 	10000.0
LIM domain kinase 1	LIMK1	P53667	3081361	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 3	M3K3	Q99759	3081361	Kd 	10000.0
SNF-related serine/threonine-protein kinase	SNRK	Q9NRH2	3081361	Kd 	10000.0
MAP/microtubule affinity-regulating kinase 3	MARK3	P27448	3081361	Kd 	10000.0
Casein kinase II subunit alpha'	CSK22	P19784	3081361	Kd 	10000.0
Mitogen-activated protein kinase 3	MK03	P27361	3081361	Kd 	10000.0
Serine/threonine-protein kinase DCLK3	DCLK3	Q9C098	3081361	Kd 	10000.0
Receptor tyrosine-protein kinase erbB-3	ERBB3	P21860	3081361	Kd 	160.0
Serine/threonine-protein kinase LATS1	LATS1	O95835	3081361	Kd 	10000.0
Ephrin type-A receptor 8	EPHA8	P29322	3081361	Kd 	91.0
Epithelial discoidin domain-containing receptor 1	DDR1	Q08345	3081361	Kd 	11.0
Homeodomain-interacting protein kinase 4	HIPK4	Q8NE63	3081361	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase kinase 1	KKCC1	Q8N5S9	3081361	Kd 	10000.0
Mitogen-activated protein kinase 11	MK11	Q15759	3081361	Kd 	10000.0
Casein kinase I isoform gamma-1	KC1G1	Q9HCP0	3081361	Kd 	10000.0
cGMP-dependent protein kinase 2	KGP2	Q13237	3081361	Kd 	10000.0
Casein kinase II subunit alpha	CSK21	P68400	3081361	Kd 	10000.0
Dual specificity mitogen-activated protein kinase kinase 3	MP2K3	P46734	3081361	Kd 	10000.0
MAP kinase-activated protein kinase 2	MAPK2	P49137	3081361	Kd 	10000.0
Serine/threonine-protein kinase PAK 4	PAK4	O96013	3081361	Kd 	10000.0
Myotonin-protein kinase	DMPK	Q09013	3081361	Kd 	10000.0
Ephrin type-A receptor 6	EPHA6	Q9UF33	3081361	Kd 	50.0
Serine/threonine-protein kinase MRCK beta	MRCKB	Q9Y5S2	3081361	Kd 	2500.0
Mitogen-activated protein kinase 6	MK06	Q16659	3081361	Kd 	1500.0
Cyclin-dependent kinase 7	CDK7	P50613	3081361	Kd 	4100.0
Protein-tyrosine kinase 6	PTK6	Q13882	3081361	Kd 	33.0
Epidermal growth factor receptor	EGFR	P00533	3081361	Kd 	8.9
Casein kinase I isoform alpha	KC1A	P48729	3081361	Kd 	10000.0
Vascular endothelial growth factor receptor 3	VGFR3	P35916	3081361	Kd 	1100.0
Receptor-type tyrosine-protein kinase FLT3 [N841I]	FLT3	P36888	3081361	Kd 	1200.0
Myosin-IIIb	MYO3B	Q8WXR4	3081361	Kd 	10000.0
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	74.0
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	36.0
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	99.0
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	4.4
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	22.0
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	27.0
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	632.0
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	36.0
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	7.6
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	7.6
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	4.3
Adenosine receptor A2a	AA2AR	P29274	3086599	Kd 	12.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	PK3CG	P48736	5280343	Kd 	280.0
Catenin beta-1	CTNB1	P35222	5280343	Kd 	5580.0
Catenin beta-1	CTNB1	P35222	5280343	Kd 	4990.0
Tumor necrosis factor	TNFA	P01375	5280637	Kd 	790.0
Peroxisome proliferator-activated receptor gamma	PPARG	P37231	5280934	Kd 	2000.0
Sex hormone-binding globulin	SHBG	P04278	5280961	Kd 	39811.0
Transthyretin	TTHY	P02766	5281727	Kd 	1900.0
Transthyretin	TTHY	P02766	5281727	Kd 	4600.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	7.6
Peptidyl-prolyl cis-trans isomerase B	PPIB	P23284	5284373	Kd 	9.8
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	300.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	10.0
Protein phosphatase 3 catalytic subunit alpha	PP2BA	Q08209	5284373	Kd 	4.0
Peptidyl-prolyl cis-trans isomerase D	PPID	Q08752	5284373	Kd 	30.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	6.0
Peptidyl-prolyl cis-trans isomerase D	PPID	Q08752	5284373	Kd 	13.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	6420.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	17.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	36.8
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	10.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	10.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	10.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	17.0
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	2.5
Peptidyl-prolyl cis-trans isomerase B	PPIB	P23284	5284373	Kd 	5.8
Peptidyl-prolyl cis-trans isomerase A	PPIA	P62937	5284373	Kd 	9.0
Peptidyl-prolyl cis-trans isomerase FKBP1A	FKB1A	P62942	5284616	Kd 	0.3
Serine/threonine-protein kinase mTOR	MTOR	P42345	5284616	Kd 	0.6
Peptidyl-prolyl cis-trans isomerase FKBP1B	FKB1B	P68106	5284616	Kd 	0.2
Peptidyl-prolyl cis-trans isomerase FKBP5	FKBP5	Q13451	5284616	Kd 	10.0
Peptidyl-prolyl cis-trans isomerase FKBP4	FKBP4	Q02790	5284616	Kd 	4.2
Peptidyl-prolyl cis-trans isomerase FKBP5	FKBP5	Q13451	5284616	Kd 	3.7
Carbonic anhydrase 2	CAH2	P00918	5284627	Kd 	290.0
Carbonic anhydrase 2	CAH2	P00918	5284627	Kd 	13.8
Carbonic anhydrase 5A, mitochondrial	CAH5A	P35218	5284627	Kd 	25.4
Carbonic anhydrase 2	CAH2	P00918	5284627	Kd 	290.0
Heat shock protein HSP 90-alpha	HS90A	P07900	5288382	Kd 	4670.0
Heat shock protein HSP 90-alpha	HS90A	P07900	5288382	Kd 	714.0
Heat shock protein HSP 90-beta	HS90B	P08238	5288382	Kd 	152.0
Heat shock protein HSP 90-beta	HS90B	P08238	5288382	Kd 	158.0
Heat shock protein HSP 90-alpha/90-beta	HS90B	P08238	5288382	Kd 	1200.0
Ornithine decarboxylase	DCOR	P11926	6992039	Kd 	39000.0
Phospholipase A2	PA21B	P04054	9848818	Kd 	10000.0
NACHT, LRR and PYD domains-containing protein 3	NLRP3	Q96P20	9910393	Kd 	38.0
LIM domain kinase 2	LIMK2	P53671	11427553	Kd 	10000.0
Discoidin domain-containing receptor 2	DDR2	Q16832	11427553	Kd 	2100.0
Ribosomal protein S6 kinase alpha-5	KS6A5	O75582	11427553	Kd 	10000.0
Misshapen-like kinase 1	MINK1	Q8N4C8	11427553	Kd 	25.0
cAMP-dependent protein kinase catalytic subunit beta	KAPCB	P22694	11427553	Kd 	10000.0
Mitogen-activated protein kinase 12	MK12	P53778	11427553	Kd 	10000.0
Tyrosine-protein kinase Yes	YES	P07947	11427553	Kd 	18.0
Mitogen-activated protein kinase 3	MK03	P27361	11427553	Kd 	10000.0
Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	Q5S007	11427553	Kd 	45.0
Calcium/calmodulin-dependent protein kinase type IV	KCC4	Q16566	11427553	Kd 	10000.0
Ribosomal protein S6 kinase beta-1	KS6B1	P23443	11427553	Kd 	310.0
Cyclin-dependent kinase 17	CDK17	Q00537	11427553	Kd 	1900.0
Serine/threonine-protein kinase Nek11	NEK11	Q8NG66	11427553	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	11427553	Kd 	22.0
Serine/threonine-protein kinase TAO1	TAOK1	Q7L7X3	11427553	Kd 	1800.0
Receptor-interacting serine/threonine-protein kinase 4	RIPK4	P57078	11427553	Kd 	130.0
Epidermal growth factor receptor	EGFR	P00533	11427553	Kd 	10000.0
Tyrosine-protein kinase receptor Tie-1	TIE1	P35590	11427553	Kd 	300.0
Serine/threonine-protein kinase B-raf	BRAF	P15056	11427553	Kd 	10000.0
Serine/threonine-protein kinase SIK3 [59-1321]	SIK3	Q9Y2K2	11427553	Kd 	2300.0
Hepatocyte growth factor receptor	MET	P08581	11427553	Kd 	170.0
Inhibitor of nuclear factor kappa-B kinase subunit epsilon	IKKE	Q14164	11427553	Kd 	340.0
Mitogen-activated protein kinase 11	MK11	Q15759	11427553	Kd 	1400.0
Serine/threonine-protein kinase Chk2	CHK2	O96017	11427553	Kd 	95.0
Calcium/calmodulin-dependent protein kinase kinase 2	KKCC2	Q96RR4	11427553	Kd 	470.0
Serine/threonine-protein kinase LATS2	LATS2	Q9NRM7	11427553	Kd 	1500.0
Proto-oncogene tyrosine-protein kinase receptor Ret	RET	P07949	11427553	Kd 	150.0
Mitogen-activated protein kinase kinase kinase kinase 4	M4K4	O95819	11427553	Kd 	33.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	11427553	Kd 	10000.0
Eukaryotic translation initiation factor 2-alpha kinase 1	E2AK1	Q9BQI3	11427553	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	11427553	Kd 	12.0
Epidermal growth factor receptor	EGFR	P00533	11427553	Kd 	4600.0
Serine/threonine-protein kinase tousled-like 2	TLK2	Q86UE8	11427553	Kd 	1800.0
Dual specificity protein kinase CLK1	CLK1	P49759	11427553	Kd 	64.0
Mitogen-activated protein kinase 6	MK06	Q16659	11427553	Kd 	5500.0
Tyrosine-protein kinase ABL1	ABL1	P00519	11427553	Kd 	24.0
Dual specificity mitogen-activated protein kinase kinase 4	MP2K4	P45985	11427553	Kd 	250.0
Dual specificity tyrosine-phosphorylation-regulated kinase 2	DYRK2	Q92630	11427553	Kd 	390.0
Casein kinase I isoform gamma-1	KC1G1	Q9HCP0	11427553	Kd 	1200.0
Glycogen synthase kinase-3 beta	GSK3B	P49841	11427553	Kd 	10000.0
Serine/threonine-protein kinase Chk1	CHK1	O14757	11427553	Kd 	710.0
Serine/threonine-protein kinase SBK1	SBK1	Q52WX2	11427553	Kd 	580.0
Serine/threonine-protein kinase Nek6	NEK6	Q9HC98	11427553	Kd 	120.0
G protein-coupled receptor kinase 4	GRK4	P32298	11427553	Kd 	71.0
Tyrosine-protein kinase ITK/TSK	ITK	Q08881	11427553	Kd 	240.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	11427553	Kd 	10000.0
BMP-2-inducible protein kinase	BMP2K	Q9NSY1	11427553	Kd 	9.6
Casein kinase I isoform gamma-3	KC1G3	Q9Y6M4	11427553	Kd 	1200.0
Calcium/calmodulin-dependent protein kinase type 1D	KCC1D	Q8IU85	11427553	Kd 	530.0
Aurora kinase C	AURKC	Q9UQB9	11427553	Kd 	59.0
Tyrosine-protein kinase SYK	KSYK	P43405	11427553	Kd 	670.0
RAC-gamma serine/threonine-protein kinase	AKT3	Q9Y243	11427553	Kd 	10000.0
Serine/threonine-protein kinase MRCK alpha	MRCKA	Q5VT25	11427553	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase kinase 3	M4K3	Q8IVH8	11427553	Kd 	150.0
Cyclin-dependent kinase-like 5	CDKL5	O76039	11427553	Kd 	10000.0
Vascular endothelial growth factor receptor 1	VGFR1	P17948	11427553	Kd 	73.0
Casein kinase II subunit alpha'	CSK22	P19784	11427553	Kd 	230.0
Mitogen-activated protein kinase kinase kinase 19	M3K19	Q56UN5	11427553	Kd 	5.2
Dual specificity protein kinase CLK4	CLK4	Q9HAZ1	11427553	Kd 	49.0
Glycogen synthase kinase-3 alpha	GSK3A	P49840	11427553	Kd 	10000.0
Ephrin type-A receptor 8	EPHA8	P29322	11427553	Kd 	10000.0
Cyclin-dependent kinase 4	CDK4	P11802	11427553	Kd 	820.0
Tyrosine-protein kinase Blk	BLK	P51451	11427553	Kd 	3500.0
Rhodopsin kinase GRK1	GRK1	Q15835	11427553	Kd 	10000.0
Hepatocyte growth factor receptor	MET	P08581	11427553	Kd 	570.0
Ankyrin repeat and protein kinase domain-containing protein 1	ANKK1	Q8NFD2	11427553	Kd 	82.0
Receptor tyrosine-protein kinase erbB-3	ERBB3	P21860	11427553	Kd 	10000.0
Myosin light chain kinase family member 4	MYLK4	Q86YV6	11427553	Kd 	170.0
Serine/threonine-protein kinase 24	STK24	Q9Y6E0	11427553	Kd 	1100.0
Fibroblast growth factor receptor 1	FGFR1	P11362	11427553	Kd 	370.0
Epithelial discoidin domain-containing receptor 1	DDR1	Q08345	11427553	Kd 	3200.0
Calcium/calmodulin-dependent protein kinase type 1G	KCC1G	Q96NX5	11427553	Kd 	2100.0
Hormonally up-regulated neu tumor-associated kinase	HUNK	P57058	11427553	Kd 	460.0
Serine/threonine-protein kinase TNNI3K	TNI3K	Q59H18	11427553	Kd 	10000.0
Homeodomain-interacting protein kinase 4	HIPK4	Q8NE63	11427553	Kd 	1000.0
