PubChem_CID	name	iupac_name	inchi_key	References	ototoxicity_sum	abs_sum	score	class
5210	Sibutramine	1-[1-(4-chlorophenyl)cyclobutyl]-N,N,3-trimethylbutan-1-amine	UNAANXDKBXWMLN-UHFFFAOYSA-N	19778191, 16870382	2	2	0.0168435236651507	ototoxic
5213	Silymarin	3,5,7-trihydroxy-2-[3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one	SEBFKMXJBCUCAI-UHFFFAOYSA-N	36450892, 26581586, 25712657, 24434130	-4	4	-0.0336870473303015	otoprotective
5234	Sodium chloride	sodium chloride	FAPWRFPIFSIZLT-UHFFFAOYSA-M	41874073, 30644374, 23942352, 21741096, 3485882	1	5	0.0084217618325753	ototoxic
5235	Sodium fluoride	sodium fluoride	PUZPDOWCWNUUKD-UHFFFAOYSA-M	20089010, 3065060	0	2	0.0	undetermined
5245	Risedronic acid	(1-hydroxy-1-phosphono-2-pyridin-3-ylethyl)phosphonic acid	IIDJRNMFWXDHID-UHFFFAOYSA-N	40642015	1	1	0.0084217618325753	ototoxic
5253	Sotalol	N-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide	ZBMZVLHSJCTVON-UHFFFAOYSA-N	37468544, 33194879, 9104904	1	3	0.0084217618325753	ototoxic
5291	Imatinib	4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide	KTUFNOKKBVMGRW-UHFFFAOYSA-N	40627170, 36090793, 27909636, 18221994	4	4	0.0336870473303015	ototoxic
5311	Vorinostat	N'-hydroxy-N-phenyloctanediamide	WAEXFXRVDQXREF-UHFFFAOYSA-N	32234638, 26279947	-2	2	-0.0168435236651507	otoprotective
5323	Sulfadimethoxine	4-amino-N-(2,6-dimethoxypyrimidin-4-yl)benzenesulfonamide	ZZORFUFYDOWNEF-UHFFFAOYSA-N	16369161	1	1	0.0084217618325753	ototoxic
5339	Sulfasalazine	2-hydroxy-5-[[4-(pyridin-2-ylsulfamoyl)phenyl]diazenyl]benzoic acid	NCEXYHBECQHGNR-UHFFFAOYSA-N	31741184, 16076720	2	2	0.0168435236651507	ototoxic
5344	Sulfisoxazole	4-amino-N-(3,4-dimethyl-1,2-oxazol-5-yl)benzenesulfonamide	NHUHCSRWZMLRLA-UHFFFAOYSA-N	1861917, 3714360	2	2	0.0168435236651507	ototoxic
5350	Sulforaphane	1-isothiocyanato-4-methylsulfinylbutane	SUVMJBTUFCVSAD-UHFFFAOYSA-N	37728555, 34344210	-2	2	-0.0168435236651507	otoprotective
5358	Sumatriptan	1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide	KQKPFRSPSRPDEB-UHFFFAOYSA-N	15699376	1	1	0.0084217618325753	ototoxic
5361	Suramin	8-[[4-methyl-3-[[3-[[3-[[2-methyl-5-[(4,6,8-trisulfonaphthalen-1-yl)carbamoyl]phenyl]carbamoyl]phenyl]carbamoylamino]benzoyl]amino]benzoyl]amino]naphthalene-1,3,5-trisulfonic acid	FIAFUQMPZJWCLV-UHFFFAOYSA-N	17243113	-1	1	-0.0084217618325753	otoprotective
5379	Gatifloxacin	1-cyclopropyl-6-fluoro-8-methoxy-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid	XUBOMFCQGDBHNK-UHFFFAOYSA-N	16918889	1	1	0.0084217618325753	ototoxic
5386	Tegafur	5-fluoro-1-(oxolan-2-yl)pyrimidine-2,4-dione	WFWLQNSHRPWKFK-UHFFFAOYSA-N	383255, 1203838	2	2	0.0168435236651507	ototoxic
5394	Temozolomide	3-methyl-4-oxoimidazo[5,1-d][1,2,3,5]tetrazine-8-carboxamide	BPEGJWRSRHCHSN-UHFFFAOYSA-N	38711886, 29319131	2	2	0.0168435236651507	ototoxic
5401	Terazosin	[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(oxolan-2-yl)methanone	VCKUSRYTPJJLNI-UHFFFAOYSA-N	40785306	1	1	0.0084217618325753	ototoxic
5403	Terbutaline	5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol	XWTYSIMOBUGWOL-UHFFFAOYSA-N	41496479, 22592732	2	2	0.0168435236651507	ototoxic
5413	Tetraethylammonium	tetraethylazanium	CBXCPBUEXACCNR-UHFFFAOYSA-N	16109459, 8951443	-2	2	-0.0168435236651507	otoprotective
5426	Thalidomide	2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione	UEJJHQNACJXSKW-UHFFFAOYSA-N	40635225, 31649536, 28418273, 26033770, 20210231, 18465584, 17269997, 15693790, 12831355, 11951079, 10852265, 785328, 180947	13	13	0.10948290382348	ototoxic
5430	Thiabendazole	4-(1H-benzimidazol-2-yl)-1,3-thiazole	WJCNZQLZVWNLKY-UHFFFAOYSA-N	15571478	1	1	0.0084217618325753	ototoxic
5431	136-09-4	[2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethoxy-hydroxyphosphoryl] hydrogen phosphate	AYEKOFBPNLCAJY-UHFFFAOYSA-N	24163613	-1	1	-0.0084217618325753	otoprotective
5440	Thiethylperazine	2-ethylsulfanyl-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine	XCTYLCDETUVOIP-UHFFFAOYSA-N	18591121, 6507047	2	2	0.0168435236651507	ototoxic
5452	Thioridazine	10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine	KLBQZWRITKRQQV-UHFFFAOYSA-N	11910256, 11686961, 10796547, 7872041, 7206768	5	5	0.0421088091628769	ototoxic
5453	Thiotepa	tris(aziridin-1-yl)-sulfanylidene-lambda5-phosphane	FOCVUCIESVLUNU-UHFFFAOYSA-N	38711886, 11114707	2	2	0.0168435236651507	ototoxic
5472	Ticlopidine	5-[(2-chlorophenyl)methyl]-6,7-dihydro-4H-thieno[3,2-c]pyridine	PHWBOXQYWZNQIN-UHFFFAOYSA-N	9811186, 1744538	2	2	0.0168435236651507	ototoxic
5479	Tinidazole	1-(2-ethylsulfonylethyl)-2-methyl-5-nitroimidazole	HJLSLZFTEKNLFI-UHFFFAOYSA-N	7084617, 686240	2	2	0.0168435236651507	ototoxic
5483	Tiopronin	2-(2-sulfanylpropanoylamino)acetic acid	YTGJWQPHMWSCST-UHFFFAOYSA-N	26942826, 15643740, 15219046, 15224867	-4	4	-0.0336870473303015	otoprotective
5487	Tizanidine	5-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-2,1,3-benzothiadiazol-4-amine	XFYDIVBRZNQMJC-UHFFFAOYSA-N	14622612	1	1	0.0084217618325753	ototoxic
5526	701-54-2	4-(aminomethyl)cyclohexane-1-carboxylic acid	GYDJEQRTZSCIOI-UHFFFAOYSA-N	26079202	1	1	0.0084217618325753	ototoxic
5530	Tranylcypromine	2-phenylcyclopropan-1-amine	AELCINSCMGFISI-UHFFFAOYSA-N	15554763	1	1	0.0084217618325753	ototoxic
5533	Trazodone	2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one	PHLBKPHSAVXXEF-UHFFFAOYSA-N	39502532, 39872559, 37829299, 36133817, 33355192, 22972065, 16973315, 10425979, 8195464, 2071559	10	10	0.0842176183257537	ototoxic
5556	Triazolam	8-chloro-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine	JOFWLTCLBGQGBO-UHFFFAOYSA-N	22942327, 9181630, 28313	3	3	0.0252652854977261	ototoxic
5563	Triclofos	2,2,2-trichloroethyl dihydrogen phosphate	YYQRGCZGSFRBAM-UHFFFAOYSA-N	31001010	1	1	0.0084217618325753	ototoxic
5564	Triclosan	5-chloro-2-(2,4-dichlorophenoxy)phenol	XEFQLINVKFYRCS-UHFFFAOYSA-N	40072761, 37368822, 36505955, 35669816	4	4	0.0336870473303015	ototoxic
5566	Trifluoperazine	10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine	ZEWQUBUPAILYHI-UHFFFAOYSA-N	800384	1	1	0.0084217618325753	ototoxic
5570	Trigonelline	1-methylpyridin-1-ium-3-carboxylate	WWNNZCOKKKDOPX-UHFFFAOYSA-N	19336890	-1	1	-0.0084217618325753	otoprotective
5572	Trihexyphenidyl	1-cyclohexyl-1-phenyl-3-piperidin-1-ylpropan-1-ol	HWHLPVGTWGOCJO-UHFFFAOYSA-N	36059322, 33852744, 10653212	3	3	0.0252652854977261	ototoxic
5584	Trimipramine	3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N,2-trimethylpropan-1-amine	ZSCDBOWYZJWBIY-UHFFFAOYSA-N	9444494, 1806621	2	2	0.0168435236651507	ototoxic
5625	Delavirdine	N-[2-[4-[3-(propan-2-ylamino)-2-pyridinyl]piperazine-1-carbonyl]-1H-indol-5-yl]methanesulfonamide	WHBIGIKBNXZKFE-UHFFFAOYSA-N	24487230	1	1	0.0084217618325753	ototoxic
5656	Venlafaxine	1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol	PNVNVHUZROJLTJ-UHFFFAOYSA-N	41428148, 37829299, 32205412, 28547577, 22690352, 20705344, 17917556, 16973315, 15625158, 9588310	10	10	0.0842176183257537	ototoxic
5665	Vigabatrin	4-aminohex-5-enoic acid	PJDFLNIOAUIZSL-UHFFFAOYSA-N	37927747, 28838247, 22157108, 9579887, 8828992, 8814113	6	6	0.0505305709954523	ototoxic
5732	Zolpidem	N,N-dimethyl-2-[6-methyl-2-(4-methylphenyl)imidazo[1,2-a]pyridin-3-yl]acetamide	ZAFYATHCZYHLPB-UHFFFAOYSA-N	33355192, 20053252	2	2	0.0168435236651507	ototoxic
5734	Zonisamide	1,2-benzoxazol-3-ylmethanesulfonamide	UBQNRHZMVUUOMG-UHFFFAOYSA-N	28486158, 24941134, 25644477, 24665295, 16647993, 9579887	6	6	0.0505305709954523	ototoxic
5735	Zopiclone	[6-(5-chloro-2-pyridinyl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate	GBBSUAFBMRNDJC-UHFFFAOYSA-N	22942327, 20077105	2	2	0.0168435236651507	ototoxic
5743	Dexamethasone	(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one	UREBDLICKHMUKA-CXSFZGCWSA-N	42068011, 41940636, 41411223, 41999677, 40355191, 40898019, 41104516, 41212257, 41323644, 41063181, 41278499, 41562676, 41310738, 40128126, 39965236, 39573930, 40510199, 38320514, 38279924, 39522055, 39386930, 39227091, 39141082, 39130317, 38292943, 38065412, 38065412, 39140499, 37733709, 37696227, 37779780, 36731442, 36555432, 36536939, 36697994, 36499206, 36744248, 35688810, 35575590, 36090793, 36136854, 35968304, 34483247, 34776942, 33666428, 34944539, 32155788, 32358651, 32740273, 33419229, 33276911, 33185127, 33435995, 31295207, 31569969, 31531774, 32012778, 31540035, 30974336, 31160205, 30532536, 29993216, 29689410, 29689410, 30223315, 31239676, 28511890, 29197586, 28636736, 28084995, 28405467, 29160374, 28033296, 26830667, 27898607, 28213099, 26027789, 26564118, 26375980, 26789647, 26485588, 25999718, 26885370, 26971701, 25140325, 24762042, 24841915, 26718602, 23577697, 24233060, 24618499, 22533068, 23202157, 22907029, 23403298, 22320124, 22947376, 21756583, 21521888, 21572077, 21817157, 22884636, 21571041, 21099726, 21327728, 20935616, 20300971, 19608838, 19734790, 19861194, 19861193, 19579145, 19747459, 19442713, 23449759, 18653493, 18664984, 18838114, 18818545, 18716567, 19041513, 18606508, 17876246, 17967639, 17478213, 17049780, 15064639, 15377947, 15235345, 12117531, 11710476, 10753434, 11960395, 10912694, 10399889, 10753373, 7979004, 1505091, 1953842, 2537872, 3039831, 3332564, 6384162, 6269723	-100	144	-0.842176183257538	otoprotective
5744	Hydrocortisone acetate	[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate	ALEXXDVDDISNDU-JZYPGELDSA-N	34684123	1	1	0.0084217618325753	ototoxic
5746	Mitomycin c	[(4S,6S,7R,8S)-11-amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate	NWIBSHFKIJFRCO-WUDYKRTCSA-N	31741924, 26439753, 16788424, 15793395, 12233787, 11283493, 10450052	1	7	0.0084217618325753	ototoxic
5753	Corticosterone	(8S,9S,10R,11S,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	OMFXVFTZEKFJBZ-HJTSIMOOSA-N	17229085	-1	1	-0.0084217618325753	otoprotective
5754	Hydrocortisone	(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one	JYGXADMDTFJGBT-VWUMJDOOSA-N	31540035, 28614956, 27168518, 24270164, 22430411, 17309521, 18598837, 16890085, 11802005, 11802005, 11349764, 11428627, 10399889, 8845491, 7827383, 1636429, 1805633, 2203957, 2648756, 2710542, 3218493, 3031988, 6086545	3	23	0.0252652854977261	ototoxic
5755	Prednisolone	(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one	OIGNJSKKLXVSLS-VWUMJDOOSA-N	38320514, 37576350, 33419229, 29933075, 28614956, 28955202, 27845826, 27578030, 27168518, 26670892, 20800906, 19861193, 17195427, 16625551, 17049780, 11950123, 11889387, 12480357, 8729501	5	19	0.0421088091628769	ototoxic
5756	Estriol	(8R,9S,13S,14S,16R,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,16,17-triol	PROQIPRRNZUXQM-ZXXIGWHRSA-N	21856322	-1	1	-0.0084217618325753	otoprotective
5757	Estradiol	(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	VOXZDWNPVJITMN-ZBRFXRBCSA-N	41884525, 36661237, 30845368, 21856322, 20074632	-5	5	-0.0421088091628769	otoprotective
5775	Phentolamine	3-[N-(4,5-dihydro-1H-imidazol-2-ylmethyl)-4-methylanilino]phenol	MRBDMNSDAVCSSF-UHFFFAOYSA-N	195827	1	1	0.0084217618325753	ototoxic
5793	D-glucopyranose	(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol	WQZGKKKJIJFFOK-GASJEMHNSA-N	37620404, 33415566, 734232	-3	3	-0.0252652854977261	otoprotective
5795	Procaine hydrochloride	2-(diethylamino)ethyl 4-aminobenzoate;hydrochloride	HCBIBCJNVBAKAB-UHFFFAOYSA-N	19998578	1	1	0.0084217618325753	ototoxic
5816	Epinephrine	4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol	UCTWMZQNUQWSLP-VIFPVBQESA-N	35633931, 8877022	2	2	0.0168435236651507	ototoxic
5819	Thyroxine	(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid	XUIIKFGFIJCVMT-LBPRGKRZSA-N	41348203, 1526885, 4774534	-1	3	-0.0084217618325753	otoprotective
5826	Dextroamphetamine	(2S)-1-phenylpropan-2-amine	KWTSXDURSIMDCE-QMMMGPOBSA-N	23757186	1	1	0.0084217618325753	ototoxic
5833	Spironolactone	S-[(7R,8R,9S,10R,13S,14S,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate	LXMSZDCAJNLERA-ZHYRCANASA-N	32857471, 11889387, 4076205	-1	3	-0.0084217618325753	otoprotective
5834	Prednisolone acetate	[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate	LRJOMUJRLNCICJ-JZYPGELDSA-N	10912694	1	1	0.0084217618325753	ototoxic
5839	Aldosterone	(8S,9S,10R,11S,13R,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10-methyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthrene-13-carbaldehyde	PQSUYGKTWSAVDQ-ZVIOFETBSA-N	20800906	1	1	0.0084217618325753	ototoxic
5852	D-penicillamine	(2S)-2-amino-3-methyl-3-sulfanylbutanoic acid	VVNCNSJFMMFHPL-VKHMYHEASA-N	39663583, 7561491	2	2	0.0168435236651507	ototoxic
5857	Lynestrenol	(8R,9S,10R,13S,14S,17R)-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol	YNVGQYHLRCDXFQ-XGXHKTLJSA-N	7172676	1	1	0.0084217618325753	ototoxic
5862	L-cysteine	(2R)-2-amino-3-sulfanylpropanoic acid	XUJNEKJLAYXESH-REOHCLBHSA-N	22080994	-1	1	-0.0084217618325753	otoprotective
5865	Prednisone	(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione	XOFYZVNMUHMLCC-ZPOLXVRWSA-N	38623323, 37470650, 36119253, 33245858, 19395984, 19415035, 15934127, 14664770	2	8	0.0168435236651507	ototoxic
5870	Estrone	(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one	DNXHEGUUPJUMQT-CBZIJGRNSA-N	21856322	-1	1	-0.0084217618325753	otoprotective
5881	Dehydroepiandrosterone	(3S,8R,9S,10R,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one	FMGSKLZLMKYGDP-USOAJAOKSA-N	21856322	-1	1	-0.0084217618325753	otoprotective
5892	Nadide	[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate	BAWFJGJZGIEFAR-NNYOXOHSSA-N	25419212, 24308914	-2	2	-0.0168435236651507	otoprotective
5893	Nadide (jan/usan/inn)	[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate	BAWFJGJZGIEFAR-NNYOXOHSSA-O	25891352, 26881219, 24223197	-3	3	-0.0252652854977261	otoprotective
5904	Penicillin g	(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	JGSARLDLIJGVTE-MBNYWOFBSA-N	33478757, 1642871, 2380130, 2951360	-2	4	-0.0168435236651507	otoprotective
5910	Pilocarpine	(3S,4R)-3-ethyl-4-[(3-methylimidazol-4-yl)methyl]oxolan-2-one	QCHFTSOMWOSFHM-WPRPVWTQSA-N	32832231, 11336078	-2	2	-0.0168435236651507	otoprotective
5918	3,4-diaminopyridine	pyridine-3,4-diamine	OYTKINVCDFNREN-UHFFFAOYSA-N	8017870	1	1	0.0084217618325753	ototoxic
5948	Stannane, tributyl-	tributylstannane	DBGVGMSCBYYSLD-UHFFFAOYSA-N	15596517	1	1	0.0084217618325753	ototoxic
5951	L-serine	(2S)-2-amino-3-hydroxypropanoic acid	MTCFGRXMJLQNBG-REOHCLBHSA-N	32221851	-1	1	-0.0084217618325753	otoprotective
5957	Adenosine triphosphate	[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	41198710, 32894392, 25425300, 9387994	0	4	0.0	undetermined
5959	Chloramphenicol	2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide	WIIZWVCIJKGZOK-RKDXNWHRSA-N	25025411, 16437533, 10710871, 6715985, 6717758, 7469887, 7035098	7	7	0.0589523328280276	ototoxic
5961	L-glutamine	(2S)-2,5-diamino-5-oxopentanoic acid	ZDXPYRJPNDTMRX-VKHMYHEASA-N	41775114	-1	1	-0.0084217618325753	otoprotective
5975	Cyanide	cyanide	XFXPMWWXUTWYJX-UHFFFAOYSA-N	8989894	1	1	0.0084217618325753	ototoxic
5978	Vincristine	methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate	OGWKCGZFUXNPDA-XQKSVPLYSA-N	41998023, 40642015, 34490624, 33249295, 33200354, 31649536, 28623857, 21481547, 17255889, 17023056, 16359737, 12631596, 14670682, 10623688, 10863980, 9579846, 8862718, 8233488, 2271781, 7272895	20	20	0.168435236651507	ototoxic
5983	Physostigmine	[(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-methylcarbamate	PIJVFDBKTWXHHD-HIFRSBDPSA-N	3485723	1	1	0.0084217618325753	ototoxic
5991	Ethinyl estradiol	(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol	BFPYWIDHMRZLRN-SLHNCBLASA-N	12499032, 12499031, 9408704	3	3	0.0252652854977261	ototoxic
5994	Progesterone	(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	RJKFOVLPORLFTN-LEKSSAKUSA-N	31172132, 28451647	-2	2	-0.0168435236651507	otoprotective
5995	Testosterone propionate	[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] propanoate	PDMMFKSKQVNJMI-BLQWBTBKSA-N	18354336	1	1	0.0084217618325753	ototoxic
6000	Tubocurarine	(1S,16R)-10,25-dimethoxy-15,15,30-trimethyl-7,23-dioxa-30-aza-15-azoniaheptacyclo[22.6.2.23,6.18,12.118,22.027,31.016,34]hexatriaconta-3(36),4,6(35),8(34),9,11,18(33),19,21,24,26,31-dodecaene-9,21-diol	JFJZZMVDLULRGK-URLMMPGGSA-O	28928635	-1	1	-0.0084217618325753	otoprotective
6005	Apomorphine	(6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol	VMWNQDUVQKEIOC-CYBMUJFWSA-N	35986574, 31818699, 12068841	3	3	0.0252652854977261	ototoxic
6013	Testosterone	(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	26395164	1	1	0.0084217618325753	ototoxic
