PubChem_CID	name	iupac_name	inchi_key	References	ototoxicity_sum	abs_sum	score	class
56841751	Urogastrone	(4S)-4-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-5-amino-2-[[(2R)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-2-[[2-[[(2S,3S)-2-[[(2S)-2-[[(2R)-2-[[(2S)-4-amino-2-[[(2R)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2S)-2-[[2-[[2-[[(2S)-4-amino-2-[[(2S)-2-[[(2R)-2-[[(2S)-2-[[2-[[(2S)-3-carboxy-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2R)-2-[[2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2,4-diamino-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]pyrrolidine-2-carbonyl]amino]acetyl]amino]-3-sulfanylpropanoyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]propanoyl]amino]acetyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-sulfanylpropanoyl]amino]-4-methylpentanoyl]amino]-4-oxobutanoyl]amino]acetyl]amino]acetyl]amino]-3-methylbutanoyl]amino]-3-sulfanylpropanoyl]amino]-4-methylsulfanylbutanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-3-methylpentanoyl]amino]-4-carboxybutanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]-3-carboxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-hydroxybutanoyl]amino]-3-sulfanylpropanoyl]amino]-4-oxobutanoyl]amino]-3-sulfanylpropanoyl]amino]-3-methylbutanoyl]amino]-3-methylpentanoyl]amino]acetyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-hydroxypropanoyl]amino]acetyl]amino]-3-carboxypropanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-sulfanylpropanoyl]amino]-5-oxopentanoyl]amino]-3-hydroxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-carboxypropanoyl]amino]-4-methylpentanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-5-[[(2S)-1-[[(1S)-4-carbamimidamido-1-carboxybutyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid	VBEQCZHXXJYVRD-GACYYNSASA-N	9507966	-1	1	-0.0084217618325753	otoprotective
56842037	Charybdotoxin	(2S)-3-hydroxy-2-[[(2S)-3-(4-hydroxyphenyl)-2-[[(1R,4S,7R,12R,15S,18S,21S,24S,27S,30S,33S,36S,42S,45R,50R,53S,56S,59S,62S,65S,68R,75S,78S,81S,84S,89S,92S,95S)-42,62,75,78-tetrakis(4-aminobutyl)-50-[[(2S)-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S,3R)-3-hydroxy-2-[[(2S)-2-[[(2S)-5-oxopyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]amino]butanoyl]amino]-4-oxobutanoyl]amino]-3-methylbutanoyl]amino]-3-hydroxypropanoyl]amino]-27,81-bis(2-amino-2-oxoethyl)-15-(3-amino-3-oxopropyl)-4,18,36-tris(3-carbamimidamidopropyl)-65-(2-carboxyethyl)-30,53,56-tris[(1R)-1-hydroxyethyl]-33,59,92-tris(hydroxymethyl)-24-(1H-imidazol-5-ylmethyl)-89-(1H-indol-3-ylmethyl)-21-(2-methylpropyl)-84-(2-methylsulfanylethyl)-2,5,13,16,19,22,25,28,31,34,37,40,43,51,54,57,60,63,66,74,77,80,83,86,87,90,93,96-octacosaoxo-95-propan-2-yl-9,10,47,48,70,71-hexathia-3,6,14,17,20,23,26,29,32,35,38,41,44,52,55,58,61,64,67,73,76,79,82,85,88,91,94,97-octacosazatricyclo[43.27.14.1112,68]heptanonacontane-7-carbonyl]amino]propanoyl]amino]propanoic acid	CNVQLPPZGABUCM-LIGYZCPXSA-N	9083812	1	1	0.0084217618325753	ototoxic
56842239	N-3 pufa	(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid;(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoic acid;(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid	QPEOIOLHJXXJFN-GNGJDXFDSA-N	32827639	-1	1	-0.0084217618325753	otoprotective
56843331	Semaglutide	18-[[(1R)-4-[2-[2-[2-[2-[2-[2-[[(5S)-5-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S,3R)-2-[[2-[[(2S)-2-[[2-[[(2S)-2-amino-3-(1H-imidazol-5-yl)propanoyl]amino]-2-methylpropanoyl]amino]-4-carboxybutanoyl]amino]acetyl]amino]-3-hydroxybutanoyl]amino]-3-phenylpropanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-methylbutanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]-4-carboxybutanoyl]amino]acetyl]amino]-5-oxopentanoyl]amino]propanoyl]amino]propanoyl]amino]-6-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-carbamimidamido-1-[[2-[[(2S)-5-carbamimidamido-1-(carboxymethylamino)-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-1-oxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-6-oxohexyl]amino]-2-oxoethoxy]ethoxy]ethylamino]-2-oxoethoxy]ethoxy]ethylamino]-1-carboxy-4-oxobutyl]amino]-18-oxooctadecanoic acid	DLSWIYLPEUIQAV-CCUURXOWSA-N	39936458, 40957545	2	2	0.0168435236651507	ototoxic
56843375	Tertomotide	(2S)-6-amino-2-[[(2S)-1-[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-amino-4-carboxybutanoyl]amino]propanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carbonyl]amino]propanoyl]amino]-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-4-methylpentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]pyrrolidine-2-carbonyl]amino]hexanoic acid	WZJRQXZSYQYFJV-QAXVQDKQSA-N	32012778, 30015752, 29403358	-3	3	-0.0252652854977261	otoprotective
56928060	Glycopeptide	(2S)-2-[[(2R)-2-[[(4R)-4-[[(2R)-2-[2-[(3R,4R,5S,6R)-5-[(2S,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(ethylamino)-2-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoyl]amino]-5-amino-5-oxopentanoyl]amino]-6-aminohexanoyl]amino]propanoic acid	DQJCDTNMLBYVAY-ZXXIYAEKSA-N	40513684, 40558212, 34917943, 12972361	4	4	0.0336870473303015	ototoxic
56928061	Hygromycin b	(3'R,3aS,4S,4'S,5'R,6R,6'R,7S,7aS)-4-[(1R,2S,3R,5S,6R)-3-amino-2,6-dihydroxy-5-(methylamino)cyclohexyl]oxy-6'-[(1S)-1-amino-2-hydroxyethyl]-6-(hydroxymethyl)spiro[4,6,7,7a-tetrahydro-3aH-[1,3]dioxolo[4,5-c]pyran-2,2'-oxane]-3',4',5',7-tetrol	GRRNUXAQVGOGFE-HUCHGKBZSA-N	9152410	1	1	0.0084217618325753	ototoxic
56928390	Seletalisib	N-[(1R)-1-[8-chloro-2-(1-oxidopyridin-1-ium-3-yl)quinolin-3-yl]-2,2,2-trifluoroethyl]pyrido[3,2-d]pyrimidin-4-amine	LNLJHGXOFYUARS-OAQYLSRUSA-N	33115853	1	1	0.0084217618325753	ototoxic
57504987	Ask1-in-1	4-(4-cyclopropylimidazol-1-yl)-N-[3-(4-cyclopropyl-1,2,4-triazol-3-yl)phenyl]pyridine-2-carboxamide	ZGCMQKWOUIMBEP-UHFFFAOYSA-N	35471608	-1	1	-0.0084217618325753	otoprotective
59509752	Mirogabalin	2-[(1R,5S,6S)-6-(aminomethyl)-3-ethyl-6-bicyclo[3.2.0]hept-3-enyl]acetic acid	FTBQORVNHOIASH-CKYFFXLPSA-N	29663714	1	1	0.0084217618325753	ototoxic
60150535	Finerenone	(4S)-4-(4-cyano-2-methoxyphenyl)-5-ethoxy-2,8-dimethyl-1,4-dihydro-1,6-naphthyridine-3-carboxamide	BTBHLEZXCOBLCY-QGZVFWFLSA-N	39385540	1	1	0.0084217618325753	ototoxic
60196398	Atropine sulfate	bis([(1S,5R)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate);sulfuric acid	HOBWAPHTEJGALG-JKCMADFCSA-N	20816720	-1	1	-0.0084217618325753	otoprotective
60202781	Pyrethrins	cis-[(1S)-2-methyl-4-oxo-3-[(2Z)-penta-2,4-dienyl]cyclopent-2-en-1-yl] (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate;cis-[(1S)-2-methyl-4-oxo-3-[(2Z)-penta-2,4-dienyl]cyclopent-2-en-1-yl] (1R,3R)-3-[(E)-3-methoxy-2-methyl-3-oxoprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate	VXSIXFKKSNGRRO-MXOVTSAMSA-N	16913456	1	1	0.0084217618325753	ototoxic
68748835	Ubrogepant	(3S)-N-[(3S,5S,6R)-6-methyl-2-oxo-5-phenyl-1-(2,2,2-trifluoroethyl)piperidin-3-yl]-2-oxospiro[1H-pyrrolo[2,3-b]pyridine-3,6'-5,7-dihydrocyclopenta[b]pyridine]-3'-carboxamide	DDOOFTLHJSMHLN-ZQHRPCGSSA-N	37608560	1	1	0.0084217618325753	ototoxic
70678557	9004-10-8	(4S)-4-[[2-[[(1R,6R,12S,15S,18S,21S,24S,27S,30S,33S,36S,39S,42R,47R,50S,53S,56S,59S,62S,65S,68S,71S,74S,77S,80S,83S,88R)-88-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]-3-methylbutanoyl]amino]-4-carboxybutanoyl]amino]-5-oxopentanoyl]amino]-6-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-3-amino-2-[[(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]-3-oxopropanoyl]amino]-5-oxopentanoyl]amino]-3-(1H-imidazol-4-yl)propanoyl]amino]-4-methylpentanoyl]amino]-47-[[(1S)-3-amino-1-carboxy-3-oxopropyl]carbamoyl]-53-(2-amino-2-oxoethyl)-62-(3-amino-3-oxopropyl)-77-[(2R)-butan-2-yl]-24,56-bis(2-carboxyethyl)-83-[(1S)-1-hydroxyethyl]-12,71,80-tris(hydroxymethyl)-33,50,65-tris[(4-hydroxyphenyl)methyl]-15-(1H-imidazol-4-ylmethyl)-27-methyl-18,30,36,59,68-pentakis(2-methylpropyl)-7,10,13,16,19,22,25,28,31,34,37,40,49,52,55,58,61,64,67,70,73,76,79,82,85,87-hexacosaoxo-21,39-di(propan-2-yl)-3,4,44,45,90,91-hexathia-8,11,14,17,20,23,26,29,32,35,38,41,48,51,54,57,60,63,66,69,72,75,78,81,84,86-hexacosazabicyclo[72.11.7]dononacontane-42-carbonyl]amino]acetyl]amino]-5-[[(2S)-1-[[2-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[(2S)-2-[[(2S)-6-amino-1-[[(1S,2S)-1-carboxy-2-hydroxypropyl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-3-hydroxy-1-oxobutan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-2-oxoethyl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-oxopentanoic acid	YAJCHEVQCOHZDC-QMMNLEPNSA-N	29033791, 25782559, 24798891, 10216172, 10215181	-1	5	-0.0084217618325753	otoprotective
70865101	Chembl3354553	(2S)-N-(5-tert-butyl-1,2-oxazol-3-yl)-1-(1,1-dioxo-1,4-thiazinane-4-carbonyl)piperidine-2-carboxamide	VBVSLBXYPFYZIR-ZDUSSCGKSA-N	33854102	-1	1	-0.0084217618325753	otoprotective
71306834	Interferon alfa-2b	sodium;diiodomethanesulfonate;N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide	MIXCUJKCXRNYFM-UHFFFAOYSA-M	36406648, 31649536	2	2	0.0168435236651507	ototoxic
71307574	Schizantherin b	[(1S,8S,9S,10S,11Z)-9-hydroxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-2,4,6,11,13,18-hexaen-8-yl] (Z)-2-methylbut-2-enoate	XDVOVYYAPHHHBE-YGIMCSHQSA-N	42128919	-1	1	-0.0084217618325753	otoprotective
71312557	Eleutheroside e	(2S,3R,4S,5S,6R)-2-[4-[(3S,3aR,6R,6aS)-6-[3,5-dimethoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	FFDULTAFAQRACT-JSGUJALWSA-N	41507369	-1	1	-0.0084217618325753	otoprotective
71360202	Refchem:526072	3-octan-4-yloxycarbonylbut-3-enoate	GIRJEIMINMHXQS-UHFFFAOYSA-M	38506087	-1	1	-0.0084217618325753	otoprotective
71455937	Elx-02	(2R,3S,4R,5R,6S)-5-amino-6-[(1R,2R,3S,4R,6S)-4,6-diamino-2-[(2S,3R,4S,5R)-5-[(1R)-1-aminoethyl]-3,4-dihydroxyoxolan-2-yl]oxy-3-hydroxycyclohexyl]oxy-2-[(1R)-1-hydroxyethyl]oxane-3,4-diol	KJBRSTPUILEBDR-YBNFDXCTSA-N	33465285	1	1	0.0084217618325753	ototoxic
71514788	Necrox-5	5-[(1,1-dioxo-1,4-thiazinan-4-yl)methyl]-N-(oxan-4-ylmethyl)-2-phenyl-1H-indol-7-amine;methanesulfonic acid	ZWWWDIWEZYRVMB-UHFFFAOYSA-N	24030356	-1	1	-0.0084217618325753	otoprotective
72199289	Cbb1007	methyl 3-[4-(4-carbamimidoylbenzoyl)piperazine-1-carbonyl]-5-[(4-carbamimidoylpiperazin-1-yl)methyl]benzoate	IBVRETRIDAQSEM-UHFFFAOYSA-N	26011390	-1	1	-0.0084217618325753	otoprotective
72202474	1505514-27-1	3-[4-[(2R)-2-aminopropoxy]phenyl]-N-[(1R)-1-(3-fluorophenyl)ethyl]imidazo[1,2-b]pyridazin-6-amine	HEVHTYMYEMEBPX-HZPDHXFCSA-N	35334340	1	1	0.0084217618325753	ototoxic
72734365	Ledipasvir and sofosbuvir	methyl N-[(2S)-1-[(6S)-6-[5-[9,9-difluoro-7-[2-[(1R,3S,4S)-2-[(2S)-2-(methoxycarbonylamino)-3-methylbutanoyl]-2-azabicyclo[2.2.1]heptan-3-yl]-3H-benzimidazol-5-yl]fluoren-2-yl]-1H-imidazol-2-yl]-5-azaspiro[2.4]heptan-5-yl]-3-methyl-1-oxobutan-2-yl]carbamate;propan-2-yl (2S)-2-[[[(2R,3R,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-fluoro-3-hydroxy-4-methyloxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate	YWRYBUCQWKGONV-CABNZSRHSA-N	31649536	1	1	0.0084217618325753	ototoxic
72941992	Am111 peptide	(3R)-3-amino-4-[[(2R)-5-amino-1-[[(2R)-1-[[(2R)-1-[(2R)-2-[[(2R)-1-[[(2R)-5-amino-1-[(2R)-2-[[(2R)-1-[[(2R)-1-[[(2R)-4-amino-1-[[(2R)-1-[[(2R,3S)-1-[[(2R,3S)-1-[(2R)-2-[[(2R)-1-[[(2R)-6-amino-1-[(2R)-2-[[(2R)-1-[(2R)-2-[(2R)-2-[[(2R)-1-[[(2R)-1-[[(2R)-1-[[(2R)-5-amino-1-[[(2R)-1-[[(2R)-1-[[(2R)-6-amino-1-[[(2R)-6-amino-1-[[(2R)-5-carbamimidamido-1-(carboxymethylamino)-1-oxopentan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxohexan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]carbamoyl]pyrrolidine-1-carbonyl]pyrrolidin-1-yl]-5-carbamimidamido-1-oxopentan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxohexan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]carbamoyl]pyrrolidin-1-yl]-3-hydroxy-1-oxobutan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]carbamoyl]pyrrolidin-1-yl]-1,5-dioxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]carbamoyl]pyrrolidin-1-yl]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-oxobutanoic acid	HRMVIAFZYCCHGF-BMCUWHFPSA-N	35359571, 24187569, 17098385, 13679429	-4	4	-0.0336870473303015	otoprotective
73051463	Relacorilant	[(4aR)-1-(4-fluorophenyl)-6-(1-methylpyrazol-4-yl)sulfonyl-4,5,7,8-tetrahydropyrazolo[5,4-g]isoquinolin-4a-yl]-[4-(trifluoromethyl)-2-pyridinyl]methanone	WANIDIGFXJFFEL-SANMLTNESA-N	34335465	1	1	0.0084217618325753	ototoxic
73755076	(2s,3s,4s)-3-(carboxylatomethyl)-4-(prop-1-en-2-yl)pyrrolidine-2-carboxylate	(2S,3S,4S)-3-(carboxylatomethyl)-4-prop-1-en-2-ylpyrrolidine-2-carboxylate	VLSMHEGGTFMBBZ-OOZYFLPDSA-L	40168123, 1681996	2	2	0.0168435236651507	ototoxic
76964236	Gadodiamide hydrate	2-[bis[2-[carboxylatomethyl-[2-(methylamino)-2-oxoethyl]amino]ethyl]amino]acetate;gadolinium(3+);trihydrate	WYKPQCVMUQQKCL-UHFFFAOYSA-K	21082870	1	1	0.0084217618325753	ototoxic
76970706	Gentamycin b1	(2R,3S,4S,5R,6S)-2-[(1R)-1-aminoethyl]-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2R,3R,4R,5R)-3,5-dihydroxy-5-methyl-4-(methylamino)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol	ABCLPPNEPBAKRL-ROQIPNNMSA-N	32343899	1	1	0.0084217618325753	ototoxic
78384800	Taxanes	[11,16-diacetyloxy-2-benzoyloxy-5,8-dihydroxy-3-(2-hydroxypropan-2-yl)-6,10-dimethyl-14-oxatetracyclo[8.6.0.03,7.013,16]hexadec-6-en-9-yl] benzoate	DBJLWWSPTOJTSZ-UHFFFAOYSA-N	39588212	1	1	0.0084217618325753	ototoxic
78426698	Cpi-455	7-oxo-5-phenyl-6-propan-2-yl-1H-pyrazolo[1,5-a]pyrimidine-3-carbonitrile	VGXRQCOVGLGFIM-UHFFFAOYSA-N	36396833	-1	1	-0.0084217618325753	otoprotective
86294073	Zuranolone	1-[2-[(3R,5R,8R,9R,10S,13S,14S,17S)-3-hydroxy-3,13-dimethyl-2,4,5,6,7,8,9,10,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl]pyrazole-4-carbonitrile	HARRKNSQXBRBGZ-GVKWWOCJSA-N	41618048, 38976049	2	2	0.0168435236651507	ototoxic
90472060	Lixisenatide	(4S)-5-[[2-[[(2S,3R)-1-[[(2S)-1-[[(2S,3R)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-4-amino-1-[[2-[[2-[(2S)-2-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-1-[(2S)-2-[(2S)-2-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-6-amino-1-[[(2S)-6-amino-1-[[(2S)-6-amino-1-[[(2S)-6-amino-1-[[(2S)-1,6-diamino-1-oxohexan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxohexan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]carbamoyl]pyrrolidine-1-carbonyl]pyrrolidin-1-yl]-1-oxopropan-2-yl]amino]-2-oxoethyl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-oxoethyl]amino]-2-oxoethyl]amino]-1,4-dioxobutan-2-yl]amino]-1-oxohexan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-methylsulfanyl-1-oxobutan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-1-oxohexan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-2-oxoethyl]amino]-4-[[2-[[(2S)-2-amino-3-(1H-imidazol-4-yl)propanoyl]amino]acetyl]amino]-5-oxopentanoic acid	XVVOERDUTLJJHN-IAEQDCLQSA-N	40430553	1	1	0.0084217618325753	ototoxic
90478414	5o6cm4w76a	germanium(4+);bis(oxygen(2-))	OLQSNYOQJMTVNH-UHFFFAOYSA-N	16870370	1	1	0.0084217618325753	ototoxic
91668547	Epz020411	N,N'-dimethyl-N'-[[5-[4-[3-[2-(oxan-4-yl)ethoxy]cyclobutyl]oxyphenyl]-1H-pyrazol-4-yl]methyl]ethane-1,2-diamine	QMDKVNSQXPVCRD-UHFFFAOYSA-N	31903111	-1	1	-0.0084217618325753	otoprotective
91820639	Kl1333	2-propan-2-yl-3H-benzo[e]benzimidazole-4,5-dione	AJFWITSBVLLDCC-UHFFFAOYSA-N	32203888	-1	1	-0.0084217618325753	otoprotective
92043599	Epoetin alfa	(4R,5S,6S,7R,9R,10R,11E,13E,16R)-10-[(2R,4R,5S,6S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-6-[(2S,3R,4R,5S,6R)-5-[(2R,4R,5S,6S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-7-(2-hydroxyethyl)-5-methoxy-9,16-dimethyl-1-oxacyclohexadeca-11,13-dien-2-one	CJKGNDLRMLFWEX-IUJNAFBCSA-N	31135681, 29654830, 25300689, 18672044, 17158006	-3	5	-0.0252652854977261	otoprotective
100984821	Lipofectamine	2-[2,5-bis(3-aminopropylamino)pentanoylamino]ethyl-[2,3-bis[[(Z)-octadec-9-enoyl]oxy]propyl]-dimethylazanium	SDUUFYGDEZFXCY-WRBBJXAJSA-O	39165134	1	1	0.0084217618325753	ototoxic
102248350	Refchem:925510		JXQGSRKVFQSVTR-UHFFFAOYSA-K	30541727	1	1	0.0084217618325753	ototoxic
117587625	Ku6m163b0r	azane;bis(oxygen(2-));bis(ruthenium(3+));ruthenium(4+);hexachloride	GOOXRYWLNNXLFL-UHFFFAOYSA-H	23470714	-1	1	-0.0084217618325753	otoprotective
